Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,??,??,Notes,,,,
"Sun, Mar 14, 2010",6:00 PM,Toronto Raptors,98,Portland Trail Blazers,109,Box Score,,,,,,
"Sun, Mar 14, 2010",6:00 PM,Minnesota Timberwolves,100,Sacramento Kings,114,Box Score,,,,,,
"Mon, Mar 15, 2010",8:00 PM,Detroit Pistons,93,Boston Celtics,119,Box Score,,,,,,
"Mon, Mar 15, 2010",7:30 PM,Los Angeles Lakers,124,Golden State Warriors,121,Box Score,,,,,,
"Mon, Mar 15, 2010",7:30 PM,Denver Nuggets,123,Houston Rockets,125,Box Score,,,,,,
"Mon, Mar 15, 2010",7:30 PM,New Orleans Hornets,108,Los Angeles Clippers,100,Box Score,,,,,,
"Mon, Mar 15, 2010",7:00 PM,New York Knicks,94,Philadelphia 76ers,84,Box Score,,,,,,
"Mon, Mar 15, 2010",7:00 PM,Washington Wizards,89,Utah Jazz,112,Box Score,,,,,,
"Tue, Mar 16, 2010",7:00 PM,Washington Wizards,87,Denver Nuggets,97,Box Score,,,,,,
"Tue, Mar 16, 2010",7:30 PM,Cleveland Cavaliers,113,Detroit Pistons,101,Box Score,,,,,,
"Tue, Mar 16, 2010",7:00 PM,Charlotte Bobcats,94,Indiana Pacers,99,Box Score,,,,,,
"Tue, Mar 16, 2010",7:00 PM,Chicago Bulls,97,Memphis Grizzlies,104,Box Score,,,,,,
"Tue, Mar 16, 2010",7:30 PM,San Antonio Spurs,88,Miami Heat,76,Box Score,,,,,,
"Tue, Mar 16, 2010",7:30 PM,Atlanta Hawks,108,New Jersey Nets,84,Box Score,,,,,,
"Tue, Mar 16, 2010",7:00 PM,Minnesota Timberwolves,114,Phoenix Suns,152,Box Score,,,,,,
"Tue, Mar 16, 2010",7:00 PM,Los Angeles Lakers,106,Sacramento Kings,99,Box Score,,,,,,
"Wed, Mar 17, 2010",7:30 PM,New York Knicks,97,Boston Celtics,109,Box Score,,,,,,
"Wed, Mar 17, 2010",7:00 PM,Oklahoma City Thunder,92,Charlotte Bobcats,100,Box Score,,,,,,
"Wed, Mar 17, 2010",7:00 PM,Indiana Pacers,94,Cleveland Cavaliers,99,Box Score,,,,,,
"Wed, Mar 17, 2010",7:30 PM,Chicago Bulls,106,Dallas Mavericks,113,Box Score,,,,,,
"Wed, Mar 17, 2010",7:30 PM,New Orleans Hornets,121,Golden State Warriors,131,Box Score,,,,,,
"Wed, Mar 17, 2010",7:30 PM,Memphis Grizzlies,94,Houston Rockets,107,Box Score,,,,,,
"Wed, Mar 17, 2010",7:30 PM,Milwaukee Bucks,93,Los Angeles Clippers,101,Box Score,,,,,,
"Wed, Mar 17, 2010",8:00 PM,San Antonio Spurs,84,Orlando Magic,110,Box Score,,,,,,
"Wed, Mar 17, 2010",7:00 PM,New Jersey Nets,97,Philadelphia 76ers,108,Box Score,,,,,,
"Wed, Mar 17, 2010",7:00 PM,Atlanta Hawks,105,Toronto Raptors,106,Box Score,,,,,,
"Wed, Mar 17, 2010",7:00 PM,Minnesota Timberwolves,100,Utah Jazz,122,Box Score,,,,,,
"Thu, Mar 18, 2010",7:30 PM,New Orleans Hornets,80,Denver Nuggets,93,Box Score,,,,,,
"Thu, Mar 18, 2010",7:00 PM,Orlando Magic,108,Miami Heat,102,Box Score,OT,,,,,
"Fri, Mar 19, 2010",7:30 PM,Charlotte Bobcats,92,Atlanta Hawks,93,Box Score,OT,,,,,
"Fri, Mar 19, 2010",7:00 PM,Cleveland Cavaliers,92,Chicago Bulls,85,Box Score,,,,,,
"Fri, Mar 19, 2010",7:30 PM,Boston Celtics,94,Houston Rockets,87,Box Score,,,,,,
"Fri, Mar 19, 2010",7:00 PM,Detroit Pistons,102,Indiana Pacers,106,Box Score,,,,,,
"Fri, Mar 19, 2010",7:30 PM,Minnesota Timberwolves,96,Los Angeles Lakers,104,Box Score,,,,,,
"Fri, Mar 19, 2010",7:30 PM,Philadelphia 76ers,88,New York Knicks,92,Box Score,,,,,,
"Fri, Mar 19, 2010",7:00 PM,Utah Jazz,100,Phoenix Suns,110,Box Score,,,,,,
"Fri, Mar 19, 2010",7:00 PM,Washington Wizards,74,Portland Trail Blazers,76,Box Score,,,,,,
"Fri, Mar 19, 2010",7:00 PM,Milwaukee Bucks,114,Sacramento Kings,108,Box Score,2OT,,,,,
"Fri, Mar 19, 2010",7:30 PM,Golden State Warriors,116,San Antonio Spurs,147,Box Score,,,,,,
"Fri, Mar 19, 2010",7:00 PM,Oklahoma City Thunder,115,Toronto Raptors,89,Box Score,,,,,,
"Sat, Mar 20, 2010",8:00 PM,Boston Celtics,102,Dallas Mavericks,93,Box Score,,,,,,
"Sat, Mar 20, 2010",7:00 PM,Milwaukee Bucks,102,Denver Nuggets,97,Box Score,,,,,,
"Sat, Mar 20, 2010",7:00 PM,Golden State Warriors,107,Memphis Grizzlies,123,Box Score,,,,,,
"Sat, Mar 20, 2010",7:30 PM,Charlotte Bobcats,71,Miami Heat,77,Box Score,,,,,,
"Sat, Mar 20, 2010",7:30 PM,Toronto Raptors,100,New Jersey Nets,90,Box Score,,,,,,
"Sat, Mar 20, 2010",7:00 PM,Chicago Bulls,98,Philadelphia 76ers,84,Box Score,,,,,,
"Sat, Mar 20, 2010",7:00 PM,New Orleans Hornets,86,Utah Jazz,106,Box Score,,,,,,
"Sun, Mar 21, 2010",8:00 PM,San Antonio Spurs,114,Atlanta Hawks,119,Box Score,OT,,,,,
"Sun, Mar 21, 2010",6:00 PM,Detroit Pistons,79,Cleveland Cavaliers,104,Box Score,,,,,,
"Sun, Mar 21, 2010",2:30 PM,Oklahoma City Thunder,101,Indiana Pacers,121,Box Score,,,,,,
"Sun, Mar 21, 2010",12:30 PM,Sacramento Kings,102,Los Angeles Clippers,89,Box Score,,,,,,
"Sun, Mar 21, 2010",6:30 PM,Washington Wizards,92,Los Angeles Lakers,99,Box Score,,,,,,
"Sun, Mar 21, 2010",1:00 PM,Houston Rockets,116,New York Knicks,112,Box Score,,,,,,
"Sun, Mar 21, 2010",7:30 PM,Portland Trail Blazers,87,Phoenix Suns,93,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,Houston Rockets,88,Chicago Bulls,98,Box Score,,,,,,
"Mon, Mar 22, 2010",7:30 PM,Phoenix Suns,133,Golden State Warriors,131,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,Atlanta Hawks,95,Milwaukee Bucks,98,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,Toronto Raptors,106,Minnesota Timberwolves,100,Box Score,,,,,,
"Mon, Mar 22, 2010",7:30 PM,Miami Heat,99,New Jersey Nets,89,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,Dallas Mavericks,99,New Orleans Hornets,115,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,San Antonio Spurs,99,Oklahoma City Thunder,96,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,Orlando Magic,109,Philadelphia 76ers,93,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,Memphis Grizzlies,102,Sacramento Kings,85,Box Score,,,,,,
"Mon, Mar 22, 2010",7:00 PM,Boston Celtics,97,Utah Jazz,110,Box Score,,,,,,
"Tue, Mar 23, 2010",7:30 PM,Los Angeles Clippers,96,Dallas Mavericks,106,Box Score,,,,,,
"Tue, Mar 23, 2010",7:30 PM,Indiana Pacers,98,Detroit Pistons,83,Box Score,,,,,,
"Tue, Mar 23, 2010",7:30 PM,Denver Nuggets,104,New York Knicks,109,Box Score,,,,,,
"Tue, Mar 23, 2010",7:00 PM,Charlotte Bobcats,95,Washington Wizards,86,Box Score,OT,,,,,
"Wed, Mar 24, 2010",7:00 PM,Orlando Magic,84,Atlanta Hawks,86,Box Score,,,,,,
"Wed, Mar 24, 2010",7:00 PM,Denver Nuggets,99,Boston Celtics,113,Box Score,,,,,,
"Wed, Mar 24, 2010",7:00 PM,Minnesota Timberwolves,95,Charlotte Bobcats,108,Box Score,,,,,,
"Wed, Mar 24, 2010",7:30 PM,Memphis Grizzlies,110,Golden State Warriors,128,Box Score,,,,,,
"Wed, Mar 24, 2010",7:00 PM,Washington Wizards,82,Indiana Pacers,99,Box Score,,,,,,
"Wed, Mar 24, 2010",7:00 PM,Philadelphia 76ers,101,Milwaukee Bucks,86,Box Score,,,,,,
"Wed, Mar 24, 2010",7:30 PM,Sacramento Kings,79,New Jersey Nets,93,Box Score,,,,,,
"Wed, Mar 24, 2010",7:00 PM,Cleveland Cavaliers,105,New Orleans Hornets,92,Box Score,,,,,,
"Wed, Mar 24, 2010",7:00 PM,Houston Rockets,104,Oklahoma City Thunder,122,Box Score,,,,,,
"Wed, Mar 24, 2010",8:30 PM,Los Angeles Lakers,92,San Antonio Spurs,83,Box Score,,,,,,
"Wed, Mar 24, 2010",7:00 PM,Utah Jazz,113,Toronto Raptors,87,Box Score,,,,,,
"Thu, Mar 25, 2010",7:00 PM,Miami Heat,103,Chicago Bulls,74,Box Score,,,,,,
"Thu, Mar 25, 2010",7:30 PM,Los Angeles Clippers,99,Houston Rockets,93,Box Score,,,,,,
"Thu, Mar 25, 2010",7:30 PM,Dallas Mavericks,89,Portland Trail Blazers,101,Box Score,,,,,,
"Fri, Mar 26, 2010",7:30 PM,Sacramento Kings,86,Boston Celtics,94,Box Score,,,,,,
"Fri, Mar 26, 2010",7:00 PM,Washington Wizards,96,Charlotte Bobcats,107,Box Score,,,,,,
"Fri, Mar 26, 2010",7:00 PM,Utah Jazz,106,Indiana Pacers,122,Box Score,,,,,,
"Fri, Mar 26, 2010",7:30 PM,Miami Heat,87,Milwaukee Bucks,74,Box Score,,,,,,
"Fri, Mar 26, 2010",8:00 PM,Detroit Pistons,110,New Jersey Nets,118,Box Score,,,,,,
"Fri, Mar 26, 2010",7:00 PM,Los Angeles Lakers,75,Oklahoma City Thunder,91,Box Score,,,,,,
"Fri, Mar 26, 2010",7:00 PM,Minnesota Timberwolves,97,Orlando Magic,106,Box Score,,,,,,
"Fri, Mar 26, 2010",7:00 PM,Atlanta Hawks,98,Philadelphia 76ers,105,Box Score,,,,,,
"Fri, Mar 26, 2010",7:00 PM,New York Knicks,96,Phoenix Suns,132,Box Score,,,,,,
"Fri, Mar 26, 2010",7:30 PM,Cleveland Cavaliers,97,San Antonio Spurs,102,Box Score,,,,,,
"Fri, Mar 26, 2010",7:00 PM,Denver Nuggets,97,Toronto Raptors,96,Box Score,,,,,,
"Sat, Mar 27, 2010",7:00 PM,New Jersey Nets,83,Chicago Bulls,106,Box Score,,,,,,
"Sat, Mar 27, 2010",7:30 PM,Dallas Mavericks,111,Golden State Warriors,90,Box Score,,,,,,
"Sat, Mar 27, 2010",7:30 PM,Los Angeles Lakers,109,Houston Rockets,101,Box Score,,,,,,
"Sat, Mar 27, 2010",7:00 PM,Portland Trail Blazers,112,New Orleans Hornets,101,Box Score,,,,,,
"Sat, Mar 27, 2010",7:00 PM,Utah Jazz,103,Washington Wizards,87,Box Score,,,,,,
"Sun, Mar 28, 2010",3:30 PM,Indiana Pacers,84,Atlanta Hawks,94,Box Score,,,,,,
"Sun, Mar 28, 2010",8:00 PM,San Antonio Spurs,94,Boston Celtics,73,Box Score,,,,,,
"Sun, Mar 28, 2010",3:00 PM,Sacramento Kings,90,Cleveland Cavaliers,97,Box Score,,,,,,
"Sun, Mar 28, 2010",6:00 PM,Chicago Bulls,110,Detroit Pistons,103,Box Score,,,,,,
"Sun, Mar 28, 2010",6:30 PM,Golden State Warriors,121,Los Angeles Clippers,103,Box Score,,,,,,
"Sun, Mar 28, 2010",6:00 PM,Toronto Raptors,94,Miami Heat,97,Box Score,,,,,,
"Sun, Mar 28, 2010",2:00 PM,Memphis Grizzlies,103,Milwaukee Bucks,108,Box Score,OT,,,,,
"Sun, Mar 28, 2010",6:00 PM,Phoenix Suns,111,Minnesota Timberwolves,105,Box Score,,,,,,
"Sun, Mar 28, 2010",6:00 PM,Portland Trail Blazers,92,Oklahoma City Thunder,87,Box Score,,,,,,
"Sun, Mar 28, 2010",6:00 PM,Denver Nuggets,97,Orlando Magic,103,Box Score,,,,,,
"Mon, Mar 29, 2010",7:00 PM,Toronto Raptors,103,Charlotte Bobcats,101,Box Score,,,,,,
"Mon, Mar 29, 2010",7:30 PM,Denver Nuggets,93,Dallas Mavericks,109,Box Score,,,,,,
"Mon, Mar 29, 2010",7:30 PM,San Antonio Spurs,84,New Jersey Nets,90,Box Score,,,,,,
"Mon, Mar 29, 2010",7:00 PM,Los Angeles Lakers,100,New Orleans Hornets,108,Box Score,,,,,,
"Mon, Mar 29, 2010",7:00 PM,New York Knicks,98,Utah Jazz,103,Box Score,,,,,,
"Tue, Mar 30, 2010",7:00 PM,Phoenix Suns,111,Chicago Bulls,105,Box Score,,,,,,
"Tue, Mar 30, 2010",7:30 PM,Washington Wizards,94,Houston Rockets,98,Box Score,,,,,,
"Tue, Mar 30, 2010",7:00 PM,Sacramento Kings,95,Indiana Pacers,102,Box Score,,,,,,
"Tue, Mar 30, 2010",7:00 PM,Los Angeles Clippers,89,Milwaukee Bucks,107,Box Score,,,,,,
"Tue, Mar 30, 2010",7:00 PM,Oklahoma City Thunder,111,Philadelphia 76ers,93,Box Score,,,,,,
"Wed, Mar 31, 2010",7:00 PM,Los Angeles Lakers,92,Atlanta Hawks,109,Box Score,,,,,,
"Wed, Mar 31, 2010",7:30 PM,Oklahoma City Thunder,109,Boston Celtics,104,Box Score,,,,,,
"Wed, Mar 31, 2010",7:00 PM,Philadelphia 76ers,84,Charlotte Bobcats,103,Box Score,,,,,,
"Wed, Mar 31, 2010",7:00 PM,Milwaukee Bucks,98,Cleveland Cavaliers,101,Box Score,,,,,,
"Wed, Mar 31, 2010",7:30 PM,Miami Heat,98,Detroit Pistons,81,Box Score,,,,,,
"Wed, Mar 31, 2010",7:00 PM,Dallas Mavericks,106,Memphis Grizzlies,102,Box Score,OT,,,,,
"Wed, Mar 31, 2010",7:00 PM,Sacramento Kings,99,Minnesota Timberwolves,108,Box Score,,,,,,
"Wed, Mar 31, 2010",7:30 PM,Phoenix Suns,116,New Jersey Nets,105,Box Score,,,,,,
"Wed, Mar 31, 2010",7:00 PM,Washington Wizards,96,New Orleans Hornets,91,Box Score,,,,,,
"Wed, Mar 31, 2010",7:00 PM,New York Knicks,90,Portland Trail Blazers,118,Box Score,,,,,,
"Wed, Mar 31, 2010",7:30 PM,Houston Rockets,102,San Antonio Spurs,119,Box Score,,,,,,
"Wed, Mar 31, 2010",7:00 PM,Los Angeles Clippers,92,Toronto Raptors,114,Box Score,,,,,,
"Wed, Mar 31, 2010",8:00 PM,Golden State Warriors,104,Utah Jazz,128,Box Score,,,,,,
"Thu, Apr 1, 2010",7:00 PM,Orlando Magic,97,Dallas Mavericks,82,Box Score,,,,,,
"Thu, Apr 1, 2010",8:30 PM,Portland Trail Blazers,92,Denver Nuggets,109,Box Score,,,,,,
"Fri, Apr 2, 2010",7:30 PM,Houston Rockets,119,Boston Celtics,114,Box Score,OT,,,,,
"Fri, Apr 2, 2010",7:00 PM,Milwaukee Bucks,86,Charlotte Bobcats,87,Box Score,OT,,,,,
"Fri, Apr 2, 2010",8:00 PM,Atlanta Hawks,88,Cleveland Cavaliers,93,Box Score,,,,,,
"Fri, Apr 2, 2010",8:00 PM,Phoenix Suns,109,Detroit Pistons,94,Box Score,,,,,,
"Fri, Apr 2, 2010",7:30 PM,New York Knicks,117,Golden State Warriors,128,Box Score,,,,,,
"Fri, Apr 2, 2010",7:00 PM,Miami Heat,105,Indiana Pacers,96,Box Score,OT,,,,,
"Fri, Apr 2, 2010",7:30 PM,Utah Jazz,92,Los Angeles Lakers,106,Box Score,,,,,,
"Fri, Apr 2, 2010",7:00 PM,New Orleans Hornets,96,Memphis Grizzlies,107,Box Score,,,,,,
"Fri, Apr 2, 2010",7:30 PM,Orlando Magic,100,San Antonio Spurs,112,Box Score,,,,,,
"Fri, Apr 2, 2010",7:00 PM,Chicago Bulls,95,Washington Wizards,87,Box Score,,,,,,
"Sat, Apr 3, 2010",7:00 PM,Detroit Pistons,85,Atlanta Hawks,91,Box Score,,,,,,
"Sat, Apr 3, 2010",7:00 PM,Charlotte Bobcats,88,Chicago Bulls,96,Box Score,,,,,,
"Sat, Apr 3, 2010",7:30 PM,Oklahoma City Thunder,121,Dallas Mavericks,116,Box Score,,,,,,
"Sat, Apr 3, 2010",7:00 PM,Los Angeles Clippers,90,Denver Nuggets,98,Box Score,,,,,,
"Sat, Apr 3, 2010",7:30 PM,Phoenix Suns,98,Milwaukee Bucks,107,Box Score,,,,,,
"Sat, Apr 3, 2010",7:00 PM,Miami Heat,97,Minnesota Timberwolves,84,Box Score,,,,,,
"Sat, Apr 3, 2010",7:30 PM,New Orleans Hornets,87,New Jersey Nets,115,Box Score,,,,,,
"Sat, Apr 3, 2010",1:00 PM,Toronto Raptors,128,Philadelphia 76ers,123,Box Score,OT,,,,,
"Sat, Apr 3, 2010",7:00 PM,Portland Trail Blazers,98,Sacramento Kings,87,Box Score,,,,,,
"Sun, Apr 4, 2010",1:00 PM,Cleveland Cavaliers,113,Boston Celtics,117,Box Score,,,,,,
"Sun, Apr 4, 2010",6:00 PM,Houston Rockets,102,Indiana Pacers,133,Box Score,,,,,,
"Sun, Apr 4, 2010",6:30 PM,New York Knicks,113,Los Angeles Clippers,107,Box Score,,,,,,
"Sun, Apr 4, 2010",12:30 PM,San Antonio Spurs,100,Los Angeles Lakers,81,Box Score,,,,,,
"Sun, Apr 4, 2010",6:00 PM,Minnesota Timberwolves,108,Oklahoma City Thunder,116,Box Score,,,,,,
"Sun, Apr 4, 2010",6:00 PM,Memphis Grizzlies,92,Orlando Magic,107,Box Score,,,,,,
"Sun, Apr 4, 2010",6:00 PM,Golden State Warriors,113,Toronto Raptors,112,Box Score,,,,,,
"Sun, Apr 4, 2010",6:00 PM,New Jersey Nets,99,Washington Wizards,109,Box Score,,,,,,
"Tue, Apr 6, 2010",7:00 PM,Atlanta Hawks,100,Charlotte Bobcats,109,Box Score,,,,,,
"Tue, Apr 6, 2010",7:00 PM,Milwaukee Bucks,79,Chicago Bulls,74,Box Score,,,,,,
"Tue, Apr 6, 2010",7:00 PM,Toronto Raptors,101,Cleveland Cavaliers,113,Box Score,,,,,,
"Tue, Apr 6, 2010",7:00 PM,Houston Rockets,113,Memphis Grizzlies,103,Box Score,,,,,,
"Tue, Apr 6, 2010",7:30 PM,Boston Celtics,101,New York Knicks,104,Box Score,,,,,,
"Tue, Apr 6, 2010",7:00 PM,Detroit Pistons,124,Philadelphia 76ers,103,Box Score,,,,,,
"Tue, Apr 6, 2010",7:00 PM,San Antonio Spurs,95,Sacramento Kings,86,Box Score,,,,,,
"Tue, Apr 6, 2010",7:00 PM,Oklahoma City Thunder,139,Utah Jazz,140,Box Score,OT,,,,,
"Tue, Apr 6, 2010",7:00 PM,Golden State Warriors,94,Washington Wizards,112,Box Score,,,,,,
"Wed, Apr 7, 2010",7:30 PM,Memphis Grizzlies,84,Dallas Mavericks,110,Box Score,,,,,,
"Wed, Apr 7, 2010",7:30 PM,Atlanta Hawks,88,Detroit Pistons,90,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,Utah Jazz,96,Houston Rockets,113,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,New York Knicks,105,Indiana Pacers,113,Box Score,,,,,,
"Wed, Apr 7, 2010",7:30 PM,Portland Trail Blazers,93,Los Angeles Clippers,85,Box Score,,,,,,
"Wed, Apr 7, 2010",7:30 PM,Philadelphia 76ers,95,Miami Heat,99,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,New Jersey Nets,89,Milwaukee Bucks,108,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,Golden State Warriors,116,Minnesota Timberwolves,107,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,Charlotte Bobcats,104,New Orleans Hornets,103,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,Denver Nuggets,98,Oklahoma City Thunder,94,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,Washington Wizards,94,Orlando Magic,121,Box Score,,,,,,
"Wed, Apr 7, 2010",7:30 PM,San Antonio Spurs,101,Phoenix Suns,112,Box Score,,,,,,
"Wed, Apr 7, 2010",7:00 PM,Boston Celtics,115,Toronto Raptors,104,Box Score,,,,,,
"Thu, Apr 8, 2010",7:00 PM,Cleveland Cavaliers,108,Chicago Bulls,109,Box Score,,,,,,
"Thu, Apr 8, 2010",8:30 PM,Los Angeles Lakers,96,Denver Nuggets,98,Box Score,,,,,,
"Thu, Apr 8, 2010",7:00 PM,Los Angeles Clippers,94,Sacramento Kings,116,Box Score,,,,,,
"Fri, Apr 9, 2010",7:30 PM,Toronto Raptors,101,Atlanta Hawks,107,Box Score,,,,,,
"Fri, Apr 9, 2010",7:30 PM,Washington Wizards,106,Boston Celtics,96,Box Score,,,,,,
"Fri, Apr 9, 2010",7:30 PM,Indiana Pacers,116,Cleveland Cavaliers,113,Box Score,,,,,,
"Fri, Apr 9, 2010",7:30 PM,Charlotte Bobcats,90,Houston Rockets,97,Box Score,,,,,,
"Fri, Apr 9, 2010",7:30 PM,Detroit Pistons,106,Miami Heat,99,Box Score,,,,,,
"Fri, Apr 9, 2010",7:00 PM,Los Angeles Lakers,97,Minnesota Timberwolves,88,Box Score,,,,,,
"Fri, Apr 9, 2010",8:00 PM,Chicago Bulls,116,New Jersey Nets,127,Box Score,2OT,,,,,
"Fri, Apr 9, 2010",7:00 PM,Utah Jazz,114,New Orleans Hornets,103,Box Score,,,,,,
"Fri, Apr 9, 2010",7:00 PM,Phoenix Suns,91,Oklahoma City Thunder,96,Box Score,,,,,,
"Fri, Apr 9, 2010",7:00 PM,New York Knicks,103,Orlando Magic,118,Box Score,,,,,,
"Fri, Apr 9, 2010",7:00 PM,Milwaukee Bucks,95,Philadelphia 76ers,90,Box Score,,,,,,
"Fri, Apr 9, 2010",7:00 PM,Dallas Mavericks,83,Portland Trail Blazers,77,Box Score,,,,,,
"Fri, Apr 9, 2010",7:30 PM,Memphis Grizzlies,107,San Antonio Spurs,99,Box Score,,,,,,
"Sat, Apr 10, 2010",7:00 PM,Detroit Pistons,95,Charlotte Bobcats,99,Box Score,,,,,,
"Sat, Apr 10, 2010",7:00 PM,San Antonio Spurs,104,Denver Nuggets,85,Box Score,,,,,,
"Sat, Apr 10, 2010",7:00 PM,New Jersey Nets,102,Indiana Pacers,115,Box Score,,,,,,
"Sat, Apr 10, 2010",7:30 PM,Golden State Warriors,104,Los Angeles Clippers,107,Box Score,,,,,,
"Sat, Apr 10, 2010",7:00 PM,Philadelphia 76ers,120,Memphis Grizzlies,101,Box Score,,,,,,
"Sat, Apr 10, 2010",7:30 PM,Boston Celtics,105,Milwaukee Bucks,90,Box Score,,,,,,
"Sat, Apr 10, 2010",7:00 PM,Dallas Mavericks,126,Sacramento Kings,108,Box Score,,,,,,
"Sat, Apr 10, 2010",7:00 PM,Atlanta Hawks,105,Washington Wizards,95,Box Score,,,,,,
"Sun, Apr 11, 2010",1:00 PM,Orlando Magic,98,Cleveland Cavaliers,92,Box Score,,,,,,
"Sun, Apr 11, 2010",6:00 PM,Oklahoma City Thunder,117,Golden State Warriors,120,Box Score,,,,,,
"Sun, Apr 11, 2010",12:30 PM,Portland Trail Blazers,91,Los Angeles Lakers,88,Box Score,,,,,,
"Sun, Apr 11, 2010",6:00 PM,Minnesota Timberwolves,86,New Orleans Hornets,114,Box Score,,,,,,
"Sun, Apr 11, 2010",6:00 PM,Miami Heat,111,New York Knicks,98,Box Score,,,,,,
"Sun, Apr 11, 2010",6:00 PM,Houston Rockets,106,Phoenix Suns,116,Box Score,,,,,,
"Sun, Apr 11, 2010",6:00 PM,Chicago Bulls,104,Toronto Raptors,88,Box Score,,,,,,
"Mon, Apr 12, 2010",7:00 PM,Memphis Grizzlies,101,Denver Nuggets,123,Box Score,,,,,,
"Mon, Apr 12, 2010",7:30 PM,Toronto Raptors,111,Detroit Pistons,97,Box Score,,,,,,
"Mon, Apr 12, 2010",7:00 PM,Orlando Magic,118,Indiana Pacers,98,Box Score,,,,,,
"Mon, Apr 12, 2010",7:30 PM,Dallas Mavericks,117,Los Angeles Clippers,94,Box Score,,,,,,
"Mon, Apr 12, 2010",7:00 PM,Atlanta Hawks,104,Milwaukee Bucks,96,Box Score,,,,,,
"Mon, Apr 12, 2010",7:30 PM,Charlotte Bobcats,105,New Jersey Nets,95,Box Score,,,,,,
"Mon, Apr 12, 2010",7:30 PM,Washington Wizards,103,New York Knicks,114,Box Score,,,,,,
"Mon, Apr 12, 2010",7:00 PM,Miami Heat,107,Philadelphia 76ers,105,Box Score,,,,,,
"Mon, Apr 12, 2010",7:00 PM,Oklahoma City Thunder,95,Portland Trail Blazers,103,Box Score,,,,,,
"Mon, Apr 12, 2010",7:00 PM,Houston Rockets,117,Sacramento Kings,107,Box Score,,,,,,
"Mon, Apr 12, 2010",7:30 PM,Minnesota Timberwolves,111,San Antonio Spurs,133,Box Score,,,,,,
"Tue, Apr 13, 2010",7:00 PM,Boston Celtics,93,Chicago Bulls,101,Box Score,,,,,,
"Tue, Apr 13, 2010",7:30 PM,Utah Jazz,103,Golden State Warriors,94,Box Score,,,,,,
"Tue, Apr 13, 2010",7:30 PM,Sacramento Kings,100,Los Angeles Lakers,106,Box Score,,,,,,
"Tue, Apr 13, 2010",7:30 PM,Denver Nuggets,101,Phoenix Suns,123,Box Score,,,,,,
"Wed, Apr 14, 2010",8:00 PM,Cleveland Cavaliers,83,Atlanta Hawks,99,Box Score,,,,,,
"Wed, Apr 14, 2010",8:00 PM,Milwaukee Bucks,106,Boston Celtics,95,Box Score,,,,,,
"Wed, Apr 14, 2010",8:00 PM,Chicago Bulls,98,Charlotte Bobcats,89,Box Score,,,,,,
"Wed, Apr 14, 2010",7:00 PM,San Antonio Spurs,89,Dallas Mavericks,96,Box Score,,,,,,
"Wed, Apr 14, 2010",7:00 PM,New Orleans Hornets,123,Houston Rockets,115,Box Score,,,,,,
"Wed, Apr 14, 2010",7:30 PM,Los Angeles Lakers,91,Los Angeles Clippers,107,Box Score,,,,,,
"Wed, Apr 14, 2010",8:00 PM,New Jersey Nets,86,Miami Heat,94,Box Score,2OT,,,,,
"Wed, Apr 14, 2010",7:00 PM,Detroit Pistons,103,Minnesota Timberwolves,98,Box Score,,,,,,
"Wed, Apr 14, 2010",7:00 PM,Memphis Grizzlies,105,Oklahoma City Thunder,114,Box Score,,,,,,
"Wed, Apr 14, 2010",8:00 PM,Philadelphia 76ers,111,Orlando Magic,125,Box Score,,,,,,
"Wed, Apr 14, 2010",7:30 PM,Golden State Warriors,122,Portland Trail Blazers,116,Box Score,,,,,,
"Wed, Apr 14, 2010",8:00 PM,New York Knicks,113,Toronto Raptors,131,Box Score,,,,,,
"Wed, Apr 14, 2010",8:30 PM,Phoenix Suns,100,Utah Jazz,86,Box Score,,,,,,
"Wed, Apr 14, 2010",8:00 PM,Indiana Pacers,97,Washington Wizards,98,Box Score,,,,,,
"Tue, Oct 26, 2010",7:30 PM,Miami Heat,80,Boston Celtics,88,Box Score,,,,,,
"Tue, Oct 26, 2010",7:30 PM,Houston Rockets,110,Los Angeles Lakers,112,Box Score,,,,,,
"Tue, Oct 26, 2010",7:00 PM,Phoenix Suns,92,Portland Trail Blazers,106,Box Score,,,,,,
"Wed, Oct 27, 2010",7:00 PM,Boston Celtics,87,Cleveland Cavaliers,95,Box Score,,,,,,
"Wed, Oct 27, 2010",7:30 PM,Charlotte Bobcats,86,Dallas Mavericks,101,Box Score,,,,,,
